,location,total_sqft,bath,price,bhk
1435, other,1350.0,3.0,81.0,3
1437, other,3000.0,3.0,300.0,4
1441, other,1200.0,4.0,110.0,4
1443, other,1217.0,2.0,164.0,2
1446, other,600.0,1.0,45.0,1
1447, other,672.0,1.0,27.0,1
1448, other,1280.0,3.0,87.0,3
1450, other,1567.0,3.0,100.0,3
1451, other,2350.0,3.0,210.0,3
1454, other,560.0,1.0,19.0,1
1456, other,520.0,2.0,29.0,1
1457, other,1950.0,3.0,230.0,3
1458, other,600.0,1.0,58.0,1
1459, other,1000.0,1.0,19.0,1
1461, other,375.0,1.0,40.0,1
1463, other,2000.0,2.0,120.0,2
1464, other,1220.0,2.0,65.0,2
1468, other,1130.0,2.0,74.0,2
1469, other,1407.0,2.0,83.87,2
1471, other,1350.0,4.0,160.0,4
1472, other,2375.0,3.0,260.0,4
1473, other,1200.0,2.0,67.0,2
1474, other,1872.0,3.0,152.0,3
1475, other,1400.0,3.0,90.0,3
1476, other,812.0,1.0,26.0,1
1478, other,600.0,2.0,35.0,1
1492, other,1800.0,4.0,115.0,3
1494, other,1499.0,3.0,89.0,3
1497, other,1050.0,2.0,65.0,2
1498, other,905.0,2.0,50.0,2
1502, other,3155.0,3.0,315.0,3
1507, other,1464.0,2.0,135.0,3
1509, other,1200.0,2.0,75.0,2
1510, other,1707.0,3.0,171.0,3
1511, other,565.0,1.0,33.0,1
1512, other,630.0,2.0,70.0,1
1513, other,1000.0,2.0,55.0,2
1516, other,2400.0,4.0,130.0,3
1518, other,1100.0,2.0,70.0,2
1519, other,420.0,1.0,23.5,1
1521, other,1225.0,2.0,71.05,2
1522, other,1350.0,4.0,90.0,4
1523, other,1732.5,3.0,91.855,3
1524, other,3760.0,2.0,280.0,2
1525, other,3071.0,4.0,300.0,3
1530, other,1620.0,3.0,95.0,3
1531, other,560.0,1.0,21.0,1
1534, other,2250.0,3.0,180.0,3
1536, other,1350.0,2.0,45.0,1
1537, other,1209.0,2.0,100.0,2
1538, other,1500.0,3.0,95.0,3
1539, other,1000.0,2.0,60.0,2
1541, other,1200.0,4.0,130.0,4
1542, other,2250.0,3.0,199.0,3
1543, other,3700.0,4.0,314.0,4
1545, other,1405.0,3.0,169.0,3
1546, other,4800.0,6.0,420.0,4
1549, other,500.0,1.0,16.0,1
1550, other,1600.0,3.0,180.0,3
1552, other,648.0,1.0,34.0,1
1553, other,1720.0,2.0,126.0,3
1556, other,1080.0,2.0,64.0,2
1557, other,1100.0,2.0,61.0,2
1560, other,535.0,1.0,35.0,1
1563, other,1465.0,2.0,88.0,3
1564, other,1145.0,2.0,63.0,2
1565, other,3420.0,3.0,410.0,4
1566, other,1280.0,2.0,75.0,2
1567, other,680.0,3.0,60.0,2
1569, other,1738.0,3.0,110.0,3
1570, other,1500.0,3.0,90.0,3
1572, other,1050.0,2.0,110.0,2
1573, other,1541.0,2.0,181.0,2
1574, other,1275.0,2.0,105.0,2
1575, other,2048.0,3.0,206.0,3
1579, other,2320.0,2.0,160.0,3
1580, other,1237.0,3.0,78.0,3
1584, other,1200.0,2.0,140.0,4
1586, other,1160.0,2.0,75.0,2
1592, other,1155.0,2.0,65.0,2
1596, other,984.0,2.0,125.0,2
1597, other,1148.0,2.0,69.0,2
1598, other,1719.0,3.0,110.0,3
1600, other,3000.0,4.0,264.0,4
1602, other,1320.0,2.0,90.0,2
1606, other,1230.0,2.0,68.0,2
1608, other,4560.0,5.0,430.0,4
1613, other,3000.0,4.0,300.0,5
1614, other,1560.0,2.0,125.0,3
1616, other,1012.0,2.0,59.0,2
1617, other,1245.0,2.0,120.0,2
1618, other,1485.0,2.0,110.0,3
1621, other,1489.0,2.0,101.0,2
1622, other,2800.0,4.0,365.0,4
1624, other,1600.0,2.0,90.0,3
1626, other,3000.0,6.0,300.0,6
1627, other,1903.0,3.0,165.0,3
1629, other,2996.0,4.0,200.0,4
1632, other,551.0,1.0,30.0,1
1634, other,550.0,1.0,16.0,1
1635, other,1780.0,3.0,100.0,3
1637, other,1310.0,3.0,90.0,3
1640, other,1603.0,2.0,125.0,3
1641, other,2180.0,3.0,285.0,3
1642, other,450.0,1.0,30.0,1
1643, other,3000.0,4.0,301.0,4
1646, other,1275.0,2.0,69.0,2
1648, other,1623.0,3.0,155.0,3
1650, other,900.0,1.0,52.3,1
1656, other,1200.0,2.0,110.0,2
1657, other,1400.0,2.0,78.0,3
1658, other,2648.0,3.0,238.0,3
1660, other,1475.0,3.0,80.0,3
1661, other,1721.0,3.0,93.0,3
1663, other,4800.0,4.0,420.0,4
1664, other,1163.0,2.0,68.0,2
1665, other,801.0,1.0,33.645,1
1666, other,1300.0,2.0,80.0,3
1670, other,998.0,2.0,65.0,2
1671, other,3300.0,9.0,450.0,10
1672, other,1040.0,2.0,78.0,2
1675, other,1907.0,2.0,200.0,3
1676, other,1330.0,2.0,80.0,2
1677, other,4446.0,3.0,410.0,3
1678, other,1320.0,2.0,95.0,3
1685, other,2200.0,2.0,150.0,4
1686, other,1092.0,3.0,95.0,3
1692, other,1130.0,2.0,75.0,2
1694, other,1900.0,3.0,190.0,3
1696, other,1200.0,4.0,110.0,4
1697, other,1630.0,3.0,131.0,3
1698, other,1050.0,2.0,41.0,1
1700, other,3210.0,4.0,380.0,3
1701, other,5425.0,13.0,275.0,13
1702, other,1200.0,4.0,135.0,4
1704, other,900.0,2.0,48.0,2
1705, other,4041.0,4.0,345.0,4
1706, other,620.0,1.0,25.0,1
1707, other,1210.0,2.0,75.0,2
1710, other,1200.0,1.0,70.0,2
1712, other,1200.0,3.0,70.0,2
1714, other,1130.0,2.0,68.0,2
1717, other,2750.0,5.0,275.0,3
1718, other,800.0,2.0,55.0,2
1719, other,1244.0,2.0,95.0,2
1720, other,1500.0,4.0,180.0,3
1721, other,1200.0,2.0,75.0,2
1722, other,400.0,2.0,50.0,1
1724, other,2159.0,3.0,120.0,3
1726, other,1200.0,1.0,48.0,1
1731, other,1450.0,2.0,90.0,2
1733, other,10030.0,1.0,150.0,1
1735, other,2300.0,3.0,280.0,3
1739, other,925.0,2.0,55.0,2
1740, other,3900.0,3.0,250.0,3
1741, other,1400.0,2.0,160.0,2
1742, other,1715.0,3.0,95.0,3
1743, other,703.0,2.0,60.0,2
1746, other,600.0,1.0,20.0,1
1747, other,4382.0,4.0,400.0,4
1748, other,1030.0,2.0,77.25,3
1749, other,1254.0,2.0,70.0,3
1751, other,1293.0,2.0,80.0,2
1754, other,1000.0,2.0,66.0,2
1755, other,1864.0,3.0,115.0,3
1756, other,1200.0,2.0,135.0,2
1762, other,1525.0,2.0,91.48,3
1763, other,975.0,2.0,60.0,2
1766, other,1500.0,2.0,85.0,1
1769, other,1200.0,4.0,138.0,2
1770, other,1100.0,2.0,68.0,2
1771, other,4000.0,6.0,460.0,6
1773, other,2950.0,4.0,250.0,4
1774, other,1464.0,2.0,115.0,3
1775, other,1385.0,3.0,90.0,3
1779, other,1415.0,2.0,120.0,2
1784, other,2400.0,2.0,185.0,3
1787, other,1025.0,2.0,65.0,2
1788, other,1020.0,2.0,70.0,2
1789, other,1155.0,2.0,69.0,2
1790, other,2030.0,2.0,182.0,3
1792, other,2900.0,3.0,325.0,3
1796, other,1500.0,2.0,145.0,2
1800, other,2597.0,4.0,189.0,4
1804, other,1201.0,2.0,65.0,2
1805, other,660.0,1.0,30.0,1
1807, other,2735.0,4.0,340.0,3
1808, other,950.0,2.0,65.0,2
1809, other,980.0,3.0,80.0,3
1814, other,1265.0,2.0,68.0,2
1817, other,660.0,1.0,35.0,1
1819, other,1458.0,2.0,87.0,3
1821, other,1178.0,2.0,80.0,2
1823, other,2700.0,4.0,295.0,4
1826, other,1300.0,2.0,95.0,2
1827, other,936.0,1.0,53.0,1
1828, other,1277.0,2.0,92.0,2
1830, other,1600.0,2.0,160.0,2
1838, other,1839.0,3.0,160.0,3
1841, other,925.0,2.0,100.0,2
1842, other,650.0,1.0,50.0,1
1844, other,720.0,1.0,32.39,1
1846, other,1600.0,3.0,130.0,3
1847, other,1296.0,2.0,70.0,2
1851, other,2200.0,3.0,225.0,4
1853, other,1626.6,3.0,133.0,3
1855, other,1100.0,2.0,60.0,2
1856, other,1348.0,2.0,100.0,2
1858, other,1350.0,4.0,175.0,4
1864, other,1410.0,3.0,90.0,3
1865, other,1460.0,2.0,87.0,3
1866, other,1260.0,2.0,85.05,3
1867, other,3000.0,3.0,265.0,3
1868, other,1200.0,2.0,120.0,3
1870, other,1800.0,3.0,150.0,3
1874, other,2098.0,3.0,210.0,3
1875, other,2400.0,3.0,270.0,3
1876, other,1800.0,3.0,192.0,3
1878, other,509.0,1.0,20.0,1
1882, other,2350.0,5.0,325.0,5
1883, other,2050.0,3.0,135.0,3
1884, other,2100.0,1.0,200.0,2
1885, other,1276.0,2.0,146.0,2
1888, other,1600.0,3.0,100.0,3
1889, other,2100.0,3.0,280.0,4
1892, other,2100.0,3.0,270.0,3
1895, other,3500.0,4.0,320.0,4
1897, other,1540.0,3.0,150.0,3
1898, other,3200.0,4.0,270.0,4
1900, other,1165.0,2.0,65.0,2
1903, other,1645.0,3.0,87.0,3
1907, other,800.0,1.0,95.0,2
1908, other,1650.0,2.0,140.0,4
1910, other,4395.0,3.0,240.0,3
1912, other,1936.0,3.0,139.0,3
1914, other,1220.0,2.0,65.0,2
1916, other,1200.0,1.0,65.0,1
1920, other,1310.0,2.0,88.0,2
1922, other,2000.0,5.0,240.0,5
1923, other,4500.0,4.0,345.0,4
1924, other,3155.0,4.0,316.0,3
1926, other,1441.0,2.0,115.0,2
1927, other,418.0,1.0,17.0,1
1928, other,1200.0,3.0,80.0,3
1929, other,1500.0,2.0,200.0,3
1931, other,610.0,1.0,28.0,1
1933, other,1864.0,3.0,120.0,3
1934, other,950.0,2.0,57.0,2
1936, other,1100.0,2.0,62.0,2
1938, other,1200.0,4.0,165.0,4
1940, other,1200.0,2.0,90.0,3
1942, other,1279.0,2.0,100.0,2
1948, other,3600.0,4.0,300.0,4
1949, other,3730.0,6.0,430.0,4
1950, other,1600.0,4.0,120.0,3
1951, other,1120.0,2.0,60.0,2
1953, other,1308.0,2.0,86.0,2
1954, other,2170.0,3.0,265.0,4
1958, other,1225.0,2.0,71.05,2
1960, other,1200.0,3.0,78.0,2
1961, other,2180.0,3.0,273.0,3
1966, other,3300.0,8.0,310.0,8
1967, other,1300.0,2.0,95.0,2
1968, other,1350.0,2.0,89.5,2
1969, other,2312.0,3.0,156.0,3
1970, other,1175.0,2.0,70.0,2
1972, other,2150.0,3.0,240.0,3
1974, other,1386.0,3.0,93.0,4
1978, other,6652.0,6.0,510.0,4
1980, other,2500.0,2.0,300.0,3
1981, other,1500.0,2.0,120.0,3
1984, other,1200.0,1.0,39.82,1
1985, other,3520.0,6.0,460.0,5
1988, other,1200.0,3.0,68.0,3
1990, other,3800.0,6.0,390.0,6
1991, other,410.0,1.0,48.0,1
1992, other,1717.0,3.0,200.0,3
1993, other,880.0,1.0,90.0,2
1995, other,1293.0,2.0,80.0,2
1996, other,1280.0,2.0,68.48,2
1997, other,1065.0,3.0,72.0,3
1999, other,1250.0,2.0,77.13,3
2001, other,2100.0,3.0,210.0,4
2004, other,7000.0,6.0,560.0,6
2006, other,1220.0,2.0,72.0,2
2010, other,1100.0,2.0,75.0,2
2011, other,1350.0,2.0,90.0,2
2012, other,4800.0,5.0,350.0,4
2014, other,1200.0,3.0,110.0,3
2015, other,705.0,1.0,65.0,1
2017, other,1250.0,2.0,75.0,2
2021, other,648.0,1.0,40.0,1
2023, other,1200.0,5.0,150.0,4
2025, other,500.0,1.0,13.0,1
2026, other,2400.0,4.0,325.0,5
2028, other,1180.0,2.0,65.0,2
2032, other,975.0,2.0,55.0,2
2035, other,1115.0,2.0,115.0,2
2041, other,1495.0,3.0,90.0,3
2045, other,1000.0,2.0,60.0,2
2048, other,660.0,2.0,76.0,2
2050, other,1275.0,2.0,76.0,2
2052, other,793.0,1.0,40.0,1
2055, other,1630.0,2.0,130.0,3
2058, other,3000.0,3.0,400.0,3
2059, other,1200.0,2.0,82.0,2
2060, other,1419.0,3.0,85.0,3
2062, other,2020.0,3.0,270.0,3
2063, other,850.0,1.0,50.0,1
2064, other,933.0,2.0,55.0,2
2068, other,823.0,2.0,80.0,2
2070, other,1750.0,3.0,120.0,3
2072, other,750.0,2.0,40.0,2
2074, other,2150.0,3.0,170.0,3
2075, other,2200.0,2.0,190.0,3
2076, other,1368.0,2.0,87.0,2
2077, other,1507.0,3.0,80.0,3
2079, other,1200.0,3.0,70.0,3
2080, other,1175.0,2.0,83.0,2
2081, other,6729.0,4.0,900.0,3
2083, other,1400.0,3.0,98.0,3
2089, other,2240.0,3.0,300.0,3
2092, other,1520.0,3.0,165.0,3
2095, other,2360.0,3.0,185.0,4
2099, other,600.0,4.0,70.0,2
2100, other,800.0,1.0,45.0,2
2101, other,1200.0,4.0,120.0,4
2102, other,1892.0,3.0,200.0,3
2104, other,1050.0,2.0,65.0,2
2106, other,1625.0,3.0,92.0,3
2109, other,1269.0,2.0,97.0,2
2112, other,1353.0,2.0,110.0,3
2113, other,1200.0,2.0,68.0,2
2114, other,1250.0,2.0,70.0,3
2115, other,1950.2,3.0,261.0,3
2116, other,2171.66,3.0,298.0,3
2118, other,1600.0,3.0,100.0,3
2119, other,540.0,1.0,22.0,1
2120, other,1950.2,3.0,193.0,3
2123, other,1013.0,2.0,60.0,2
2124, other,2100.0,3.0,220.0,3
2127, other,1625.0,3.0,95.0,3
2129, other,1600.0,5.0,140.0,5
2131, other,930.0,1.0,55.0,2
2135, other,2400.0,3.0,185.0,4
2137, other,1427.0,2.0,85.0,3
2138, other,2031.0,2.0,200.0,2
2139, other,2000.0,3.0,180.0,4
2141, other,700.0,1.0,25.5,1
2142, other,1200.0,3.0,120.0,3
2143, other,1200.0,2.0,115.0,2
2145, other,1650.0,6.0,200.0,5
2146, other,2000.0,3.0,200.0,3
2147, other,1150.0,2.0,90.0,2
2148, other,595.0,1.0,40.0,1
2150, other,5480.0,4.0,400.0,3
2152, other,5656.0,5.0,499.0,3
2157, other,3700.0,4.0,400.0,4
2158, other,1625.0,3.0,150.0,3
2161, other,1515.0,3.0,80.5,3
2165, other,2505.0,3.0,165.0,3
2168, other,1650.0,3.0,135.0,3
2169, other,925.0,2.0,68.0,2
2171, other,1750.0,3.0,100.0,3
2172, other,747.0,1.0,27.0,1
2174, other,1738.0,3.0,110.0,3
2177, other,1720.0,3.0,95.0,3
2178, other,500.0,1.0,51.0,1
2182, other,1290.0,2.0,71.95,2
2183, other,1650.0,3.0,140.0,3
2187, other,2559.0,1.0,55.0,1
2188, other,720.0,1.0,28.0,1
2189, other,1100.0,2.0,90.0,2
2193, other,600.0,1.0,22.8,1
2194, other,540.0,1.0,24.0,1
2201, other,1200.0,4.0,85.0,4
2204, other,2400.0,3.0,185.0,3
2205, other,1432.0,3.0,79.0,3
2206, other,1500.0,3.0,90.0,3
2207, other,3500.0,3.0,425.0,4
2208, other,3100.0,5.0,425.0,4
2211, other,1200.0,4.0,110.0,4
2212, other,600.0,1.0,24.0,1
2213, other,1770.0,3.0,99.0,3
2214, other,1800.0,3.0,130.0,3
2216, other,1570.0,2.0,95.0,3
2217, other,2250.0,3.0,180.0,3
2218, other,1270.0,2.0,172.0,2
2221, other,3210.0,2.0,353.0,5
2229, other,1950.0,3.0,132.0,3
2230, other,1200.0,2.0,130.0,3
2232, other,1600.0,3.0,102.0,3
2236, other,1100.0,2.0,65.0,2
2238, other,600.0,3.0,72.0,2
2239, other,1200.0,3.0,75.0,3
2240, other,450.0,1.0,20.0,1
2242, other,1719.0,3.0,95.0,3
2245, other,540.0,1.0,22.5,1
2248, other,1500.0,3.0,85.0,3
2249, other,1360.0,2.0,73.0,3
2251, other,1182.0,2.0,64.0,2
2252, other,1350.0,1.0,120.0,3
2253, other,1500.0,3.0,90.0,3
2254, other,2292.0,2.0,285.0,3
2255, other,1945.0,3.0,135.0,3
2257, other,1075.0,2.0,58.0,2
2263, other,1035.0,2.0,60.0,2
2264, other,1232.0,2.0,94.28,2
2266, other,6652.0,6.0,660.0,4
2270, other,2700.0,3.0,230.0,4
2273, other,6688.0,6.0,700.0,4
2275, other,2872.0,4.0,183.0,4
2278, other,1100.0,2.0,64.08,2
2281, other,1600.0,2.0,90.0,2
2283, other,530.0,1.0,18.0,1
2285, other,1800.0,5.0,140.0,6
2286, other,1012.0,2.0,62.0,2
2288, other,1490.0,3.0,140.0,3
2290, other,1650.0,1.0,130.0,2
2294, other,1155.0,2.0,64.0,2
2296, other,1200.0,2.0,70.0,2
2297, other,1800.0,1.0,200.0,1
2300, other,1353.0,2.0,110.0,2
2301, other,812.0,1.0,26.0,1
2304, other,3600.0,5.0,400.0,4
2305,1st Block Jayanagar,2850.0,4.0,428.0,4
2306,1st Block Jayanagar,1630.0,3.0,194.0,3
2307,1st Block Jayanagar,1875.0,2.0,235.0,3
2308,1st Block Jayanagar,1200.0,2.0,130.0,3
2309,1st Block Jayanagar,1235.0,2.0,148.0,2
2310,1st Block Jayanagar,2750.0,4.0,413.0,4
2311,1st Block Jayanagar,2450.0,4.0,368.0,4
2313,1st Phase JP Nagar,1875.0,3.0,167.0,3
2314,1st Phase JP Nagar,1500.0,5.0,85.0,5
2315,1st Phase JP Nagar,2065.0,4.0,210.0,3
2317,1st Phase JP Nagar,2059.0,3.0,225.0,3
2318,1st Phase JP Nagar,1394.0,2.0,100.0,2
2319,1st Phase JP Nagar,1077.0,2.0,93.0,2
2320,1st Phase JP Nagar,1566.0,2.0,180.0,2
2321,1st Phase JP Nagar,840.0,2.0,50.0,1
2322,1st Phase JP Nagar,1590.0,3.0,131.0,3
2323,1st Phase JP Nagar,2180.0,3.0,210.0,3
2324,1st Phase JP Nagar,1180.0,2.0,88.5,2
2325,1st Phase JP Nagar,1200.0,2.0,86.0,2
2326,1st Phase JP Nagar,1394.0,2.0,85.0,2
2327,1st Phase JP Nagar,2077.0,3.0,175.0,3
2329,1st Phase JP Nagar,1205.0,2.0,85.0,2
2331,1st Phase JP Nagar,900.0,2.0,75.0,2
2332,2nd Phase Judicial Layout,1450.0,2.0,50.75,3
2333,2nd Phase Judicial Layout,1150.0,2.0,40.25,2
2334,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
2335,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
2336,2nd Phase Judicial Layout,900.0,2.0,41.0,2
2337,2nd Phase Judicial Layout,1681.0,3.0,69.0,3
2338,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
2339,2nd Phase Judicial Layout,1150.0,2.0,40.25,2
2340,2nd Stage Nagarbhavi,1500.0,4.0,220.0,4
2341,2nd Stage Nagarbhavi,3000.0,8.0,451.0,6
2342,2nd Stage Nagarbhavi,2400.0,8.0,450.0,6
2343,2nd Stage Nagarbhavi,1350.0,4.0,200.0,4
2344,2nd Stage Nagarbhavi,1200.0,4.0,225.0,4
2345,2nd Stage Nagarbhavi,1500.0,3.0,230.0,4
2346,5th Block Hbr Layout,1206.0,2.0,56.0,2
2347,5th Block Hbr Layout,1270.0,2.0,70.0,3
2348,5th Block Hbr Layout,1312.0,2.0,69.0,2
2349,5th Block Hbr Layout,1100.0,2.0,48.0,2
2350,5th Block Hbr Layout,3600.0,5.0,130.0,5
2351,5th Block Hbr Layout,5100.0,5.0,300.0,6
2352,5th Phase JP Nagar,1075.0,2.0,60.0,2
2353,5th Phase JP Nagar,1150.0,3.0,52.5,2
2354,5th Phase JP Nagar,1256.0,2.0,62.8,2
2355,5th Phase JP Nagar,1207.0,2.0,63.0,2
2356,5th Phase JP Nagar,1725.0,2.0,100.0,3
2357,5th Phase JP Nagar,1440.0,2.0,60.0,2
2358,5th Phase JP Nagar,1700.0,2.0,100.0,3
2360,5th Phase JP Nagar,2500.0,5.0,110.0,5
2361,5th Phase JP Nagar,600.0,1.0,30.0,1
2362,5th Phase JP Nagar,1390.0,2.0,65.0,2
2363,5th Phase JP Nagar,1256.0,2.0,62.8,2
2364,5th Phase JP Nagar,1000.0,2.0,48.0,2
2365,5th Phase JP Nagar,1350.0,2.0,75.0,3
2366,5th Phase JP Nagar,552.0,1.0,23.5,1
2367,5th Phase JP Nagar,1200.0,2.0,51.0,2
2371,5th Phase JP Nagar,1030.0,2.0,57.0,2
2372,5th Phase JP Nagar,1200.0,2.0,68.0,2
2373,5th Phase JP Nagar,1190.0,2.0,61.8,2
2374,5th Phase JP Nagar,4000.0,5.0,170.0,5
2375,5th Phase JP Nagar,1080.0,2.0,53.0,2
2376,5th Phase JP Nagar,1041.0,2.0,54.0,2
2377,5th Phase JP Nagar,812.0,2.0,42.0,2
2378,5th Phase JP Nagar,1010.0,2.0,57.0,2
2380,5th Phase JP Nagar,1075.0,2.0,60.0,2
2381,6th Phase JP Nagar,1192.0,2.0,74.0,2
2382,6th Phase JP Nagar,1180.0,2.0,80.0,2
2383,6th Phase JP Nagar,3245.0,4.0,250.0,4
2384,6th Phase JP Nagar,1645.0,3.0,100.0,3
2385,6th Phase JP Nagar,1140.0,2.0,65.0,2
2386,6th Phase JP Nagar,2040.0,3.0,200.0,3
2387,6th Phase JP Nagar,1213.0,2.0,63.0,2
2388,6th Phase JP Nagar,1216.0,2.0,60.0,2
2389,6th Phase JP Nagar,1460.0,2.0,80.0,2
2390,6th Phase JP Nagar,2003.0,3.0,200.0,3
2391,6th Phase JP Nagar,1810.0,3.0,131.0,3
2392,6th Phase JP Nagar,1515.0,2.0,135.0,3
2393,6th Phase JP Nagar,1192.0,2.0,75.0,2
2394,6th Phase JP Nagar,1280.0,2.0,88.0,2
2395,7th Phase JP Nagar,1080.0,2.0,72.0,2
2396,7th Phase JP Nagar,1270.0,2.0,93.0,2
2397,7th Phase JP Nagar,1420.0,2.0,100.0,3
2398,7th Phase JP Nagar,1850.0,3.0,150.0,3
2399,7th Phase JP Nagar,1245.0,2.0,94.0,2
2400,7th Phase JP Nagar,1175.0,2.0,82.0,2
2401,7th Phase JP Nagar,1400.0,2.0,95.0,3
2402,7th Phase JP Nagar,2225.0,3.0,160.0,3
2403,7th Phase JP Nagar,1050.0,2.0,71.0,2
2404,7th Phase JP Nagar,1100.0,2.0,46.0,2
2405,7th Phase JP Nagar,918.0,2.0,50.49,2
2406,7th Phase JP Nagar,1450.0,2.0,100.0,3
2407,7th Phase JP Nagar,1190.0,2.0,49.98,2
2408,7th Phase JP Nagar,1420.0,2.0,96.0,3
2409,7th Phase JP Nagar,1680.0,3.0,120.0,3
2410,7th Phase JP Nagar,980.0,2.0,69.0,2
2411,7th Phase JP Nagar,1180.0,2.0,72.0,2
2415,7th Phase JP Nagar,1400.0,3.0,115.0,3
2416,7th Phase JP Nagar,1270.0,2.0,83.0,2
2418,7th Phase JP Nagar,2503.0,4.0,188.0,4
2419,7th Phase JP Nagar,2200.0,3.0,190.0,3
2422,7th Phase JP Nagar,1575.0,2.0,110.0,3
2423,7th Phase JP Nagar,1850.0,3.0,140.0,3
2424,7th Phase JP Nagar,1575.0,2.0,120.0,3
2425,7th Phase JP Nagar,1850.0,3.0,150.0,3
2426,7th Phase JP Nagar,1680.0,3.0,120.0,3
2427,7th Phase JP Nagar,1175.0,2.0,82.5,2
2430,7th Phase JP Nagar,1215.0,2.0,90.0,2
2431,7th Phase JP Nagar,1050.0,2.0,75.0,2
2432,7th Phase JP Nagar,1300.0,3.0,89.13,3
2433,7th Phase JP Nagar,1130.0,2.0,73.0,2
2434,7th Phase JP Nagar,1450.0,3.0,100.0,3
2436,7th Phase JP Nagar,1050.0,2.0,50.0,2
2437,7th Phase JP Nagar,1275.0,2.0,87.0,2
2439,7th Phase JP Nagar,1650.0,3.0,110.0,3
2440,7th Phase JP Nagar,850.0,2.0,42.0,2
2441,7th Phase JP Nagar,1680.0,3.0,117.0,3
2442,7th Phase JP Nagar,1850.0,3.0,150.0,3
2443,7th Phase JP Nagar,1236.0,2.0,61.33,2
2444,7th Phase JP Nagar,1000.0,2.0,53.0,2
2445,7th Phase JP Nagar,1680.0,3.0,125.0,3
2446,7th Phase JP Nagar,1675.0,2.0,135.0,3
2447,7th Phase JP Nagar,1187.0,2.0,59.0,2
2448,7th Phase JP Nagar,1850.0,3.0,155.0,3
2449,7th Phase JP Nagar,1000.0,2.0,61.0,2
2450,7th Phase JP Nagar,1460.0,2.0,100.0,3
2451,7th Phase JP Nagar,1650.0,3.0,110.0,3
2452,7th Phase JP Nagar,1200.0,2.0,62.5,2
2453,7th Phase JP Nagar,1000.0,2.0,70.65,2
2454,7th Phase JP Nagar,1080.0,2.0,75.0,2
2456,7th Phase JP Nagar,1680.0,3.0,125.0,3
2457,7th Phase JP Nagar,1460.0,2.0,97.0,3
2458,7th Phase JP Nagar,1120.0,2.0,65.0,2
2459,7th Phase JP Nagar,1100.0,3.0,60.0,2
2460,7th Phase JP Nagar,1790.0,3.0,120.0,3
2461,7th Phase JP Nagar,1680.0,3.0,117.0,3
2462,7th Phase JP Nagar,1050.0,2.0,77.0,2
2463,7th Phase JP Nagar,1050.0,2.0,75.0,2
2464,7th Phase JP Nagar,1040.0,2.0,75.0,2
2465,7th Phase JP Nagar,1400.0,2.0,95.0,3
2466,7th Phase JP Nagar,1800.0,3.0,130.0,3
2467,7th Phase JP Nagar,1050.0,2.0,68.0,2
2468,7th Phase JP Nagar,1000.0,2.0,60.0,2
2469,7th Phase JP Nagar,1680.0,3.0,125.0,3
2470,7th Phase JP Nagar,1050.0,2.0,77.47,2
2471,7th Phase JP Nagar,1270.0,2.0,80.0,2
2473,7th Phase JP Nagar,1680.0,3.0,122.0,3
2474,7th Phase JP Nagar,1130.0,2.0,85.0,2
2475,7th Phase JP Nagar,1680.0,3.0,130.0,3
2476,7th Phase JP Nagar,980.0,2.0,77.44,2
2477,7th Phase JP Nagar,1680.0,3.0,112.0,3
2479,7th Phase JP Nagar,2095.0,3.0,150.0,3
2480,7th Phase JP Nagar,1976.0,3.0,145.0,3
2481,7th Phase JP Nagar,1600.0,2.0,110.0,3
2482,7th Phase JP Nagar,1765.0,3.0,118.0,3
2483,7th Phase JP Nagar,1275.0,2.0,88.0,3
2484,7th Phase JP Nagar,1450.0,2.0,102.0,3
2485,7th Phase JP Nagar,1575.0,2.0,110.0,3
2487,7th Phase JP Nagar,750.0,1.0,47.0,1
2488,7th Phase JP Nagar,990.0,2.0,50.0,2
2489,7th Phase JP Nagar,1000.0,1.0,60.0,1
2491,7th Phase JP Nagar,1430.0,2.0,102.0,3
2492,7th Phase JP Nagar,1128.0,2.0,60.0,2
2493,7th Phase JP Nagar,1140.0,2.0,57.0,2
2494,7th Phase JP Nagar,1420.0,3.0,90.0,3
2495,7th Phase JP Nagar,1530.0,2.0,108.0,2
2496,8th Phase JP Nagar,1073.5,2.0,54.005,2
2497,8th Phase JP Nagar,451.0,1.0,29.9,1
2499,8th Phase JP Nagar,1062.0,2.0,42.47,2
2501,8th Phase JP Nagar,1455.0,3.0,73.31,3
2502,8th Phase JP Nagar,871.0,2.0,55.0,2
2503,8th Phase JP Nagar,1098.0,2.0,43.91,2
2504,8th Phase JP Nagar,1800.0,3.0,80.0,3
2505,8th Phase JP Nagar,2700.0,4.0,130.0,4
2506,8th Phase JP Nagar,1080.0,2.0,38.0,2
2507,8th Phase JP Nagar,1059.0,2.0,34.5,2
2508,8th Phase JP Nagar,1080.0,2.0,35.0,2
2510,8th Phase JP Nagar,1062.0,2.0,42.47,2
2511,8th Phase JP Nagar,500.0,1.0,31.0,1
2512,8th Phase JP Nagar,1100.0,2.0,35.0,2
2513,8th Phase JP Nagar,2100.0,4.0,92.0,4
2514,8th Phase JP Nagar,1035.0,2.0,39.33,2
2515,8th Phase JP Nagar,909.0,2.0,40.9,2
